,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng
2424,Black,2024-08-22,18:36:00,29 min 52 sec,7.57 km,"Av. Lavandisca, Indianópolis - São Paulo - SP, 04515-010, BR","Rua Teodureto Souto, 292a, Cambuci - São Paulo - SP, 01541-000, BR",38.04,36.54,56.81,-42.04,14.77,2024-08-22 18:36:00,0 days 00:29:52,7.57,"[-23.6007016, -46.6668438]","[-23.5672491, -46.6203847]"
2425,Black,2024-08-22,18:12:00,15 min 8 sec,3.05 km,"Rua Dom Henrique, Moema - São Paulo - SP, 04032-120, BR","Alameda dos Arapanés, Moema - São Paulo - SP, 04524-002, BR",18.06,16.06,28.45,-18.06,10.39,2024-08-22 18:12:00,0 days 00:15:08,3.05,"[-23.5950267, -46.6587465]","[-23.6071315, -46.6674787]"
2426,Black,2024-08-22,17:12:00,36 min 6 sec,6.57 km,"Pç. General Gentil Falcão, Cidade Monções - São Paulo - SP, 04571-150, BR","Aeroporto Deputado Freitas Nobre (CGH), Vila Congonhas - São Paulo - SP, 04626-911, BR",47.57,45.57,79.29,-47.57,31.72,2024-08-22 17:12:00,0 days 00:36:06,6.57,"[-23.604987, -46.6937586]","[-23.6256024, -46.6584716]"
2427,Black,2024-08-22,16:41:00,32 min 34 sec,5.71 km,"246 Avenida República do Líbano, Jardim Paulista - São Paulo - SP, 04502-000, BR","Praça João Duran Alonso, Cidade Monções - São Paulo - SP, 04571-070, BR",34.27,32.27,57.12,-34.27,22.85,2024-08-22 16:41:00,0 days 00:32:34,5.71,"[-23.5827337, -46.663732]","[-23.6022097, -46.6922319]"
2428,UberX,2024-08-22,10:05:00,38 min 47 sec,12.10 km,"Rua Estrela Solitária, Cidade Ademar - São Paulo - SP, 04425-010, BR","Rua Bering, Centro - São Bernardo do Campo - SP, 09750-510, BR",22.76,22.76,37.93,-22.76,15.17,2024-08-22 10:05:00,0 days 00:38:47,12.1,"[-23.6863623, -46.6427936]","[-23.6923018, -46.5544264]"
2429,Black,2024-08-22,08:29:00,36 min 34 sec,15.39 km,"Rua Jesuíno Arruda, Itaim Bibi - São Paulo - SP, 04532-081, BR","Avenida Interlagos, Campo Grande - São Paulo - SP, 04661-100, BR",53.61,51.86,77.45,-53.61,23.84,2024-08-22 08:29:00,0 days 00:36:34,15.39,"[-23.5824539, -46.6760403]","[-23.6652261, -46.6782581]"
2430,Black,2024-08-22,08:11:00,16 min 59 sec,3.60 km,"Av. Rebouças, Pinheiros - São Paulo - SP, 05402-600, BR","R. Dr. Renato Paes de Barros, Itaim Bibi - São Paulo - SP, 04530-000, BR",28.68,18.68,33.6,-28.68,4.92,2024-08-22 08:11:00,0 days 00:16:59,3.6,"[-23.5645767, -46.678679]","[-23.5817257, -46.6743459]"
2431,Black,2024-08-22,07:34:00,32 min 50 sec,6.84 km,"Rua Coronel Oscar Porto, Vila Mariana - サンパウロ - SP, 04002-033, BR","Rua Marte, Pinheiros - サンパウロ - SP, 05423-090, BR",33.63,31.63,50.8,-33.63,17.17,2024-08-22 07:34:00,0 days 00:32:50,6.84,"[-23.576731, -46.6454138]","[-23.5721237, -46.6940916]"
2432,Black,2024-08-22,07:20:00,10 min 35 sec,2.25 km,"Rua Eça de Queiroz, Vila Mariana - Sao Paulo - SP, 04011-031, BR","R. Cincinato Braga, Bela Vista - São Paulo - SP, 01333-910, BR",13.41,13.41,21.84,-13.41,8.43,2024-08-22 07:20:00,0 days 00:10:35,2.25,"[-23.5789359, -46.6432774]","[-23.5682459, -46.6461832]"
2433,Black,2024-08-22,07:02:00,12 min 27 sec,1.77 km,"Rua Gaspar Lourenço, Vila Mariana - São Paulo - SP, 04107-001, BR","R. Azevedo Macedo, Vila Mariana - São Paulo - SP, 04013-060, BR",14.35,10.6,18.08,-14.35,3.73,2024-08-22 07:02:00,0 days 00:12:27,1.77,"[-23.5824357, -46.6337609]","[-23.5811103, -46.6403364]"
2434,Comfort,2024-08-22,06:26:00,15 min 8 sec,3.79 km,"R. Coronel Diogo, Jardim Da Glória - São Paulo - SP, 01545-001, BR","Rua Domingos de Morais, Vila Mariana - São Paulo - SP, 04009-003, BR",16.08,16.08,26.8,-16.08,10.72,2024-08-22 06:26:00,0 days 00:15:08,3.79,"[-23.5793039, -46.6178119]","[-23.5894194, -46.6351868]"
2435,Black,2024-08-20,19:21:00,33 min 18 sec,14.95 km,"Rua Cavour, Vila Prudente - São Paulo - SP, 03136-010, BR","Rua Laura, Vila Bastos - Santo André - SP, 09040-240, BR",59.88,56.13,69.02,-59.88,9.14,2024-08-20 19:21:00,0 days 00:33:18,14.95,"[-23.5821193, -46.5781192]","[-23.6603632, -46.5342697]"
2436,Black,2024-08-20,17:58:00,1 hr 12 min,13.32 km,"R. Quatá, Vila Olímpia - São Paulo - SP, 04546-042, BR","Rua Pedro de Godói, Vila Prudente - São Paulo - SP, 03138-010, BR",69.97,67.22,84.55,-69.97,14.58,2024-08-20 17:58:00,0 days 01:12:00,13.32,"[-23.5985, -46.6773761]","[-23.5877231, -46.5823987]"
2437,Black,2024-08-20,17:49:00,18 min 12 sec,3.83 km,"Rua Colatino Marques, Moema - São Paulo - SP, 04504-020, BR","Rua Quata, Itaim Bibi - São Paulo - SP, 04546-042, BR",19.7,17.95,24.31,-19.7,4.61,2024-08-20 17:49:00,0 days 00:18:12,3.83,"[-23.5857851, -46.66484]","[-23.5985, -46.6773761]"
2438,Black,2024-08-20,17:08:00,36 min 10 sec,5.86 km,"Rua Heitor Penteado, Alto de Pinheiros - São Paulo - SP, 05438-300, BR","Rua Manuel da Nóbrega, Moema - São Paulo - SP, 04001-006, BR",30.71,30.71,33.93,-30.71,3.22,2024-08-20 17:08:00,0 days 00:36:10,5.86,"[-23.542593, -46.6958455]","[-23.58037, -46.6619991]"
2439,Black,2024-08-20,12:14:00,8 min 29 sec,2.09 km,"Rua Dom Henrique Mourão, Santana - São Paulo - SP, 02405-030, BR","Rua Aluísio Azevedo, Santana - São Paulo - SP, 02021-030, BR",13.19,13.19,19.45,-13.19,6.26,2024-08-20 12:14:00,0 days 00:08:29,2.09,"[-23.4911869, -46.6325183]","[-23.4984451, -46.6364207]"
2440,Black,2024-08-20,09:06:00,24 min 52 sec,4.67 km,"Rua Oscar Freire, Jardim Paulista - São Paulo - SP, 01426-000, BR","Rua Coropés, Pinheiros - São Paulo - SP, 05426-010, BR",31.5,24.75,34.03,-31.5,-5.12,2024-08-20 09:06:00,0 days 00:24:52,4.67,"[-23.5663942, -46.6652596]","[-23.5612676, -46.6942136]"
2441,Black,2024-08-20,08:59:00,0 sec,---,"Rua Padre João Manuel, Jardim Paulista - São Paulo - SP, 01411-000, BR","Rua Padre João Manuel, Jardim Paulista - São Paulo - SP, 01411-000, BR",4.06,4.06,5.25,-4.06,1.19,2024-08-20 08:59:00,0 days 00:00:00,0.0,"[-23.5631342, -46.6635465]","[-23.5631342, -46.6635465]"
2442,Black,2024-08-20,07:25:00,47 min 44 sec,12.13 km,"Rua Pelotas, Vila Mariana - São Paulo - SP, 04012-030, BR","Av. Albert Einstein, Morumbi - São Paulo - SP, 05652-900, BR",45.69,45.69,54.48,-45.69,8.79,2024-08-20 07:25:00,0 days 00:47:44,12.13,"[-23.5825024, -46.6467902]","[-23.5967301, -46.7158458]"
2443,Black,2024-08-20,06:52:00,19 min 59 sec,6.84 km,"Avenida Santo Amaro, Campo Belo - Sao Paulo - SP, 04555-000, BR","Av. Pedro Álvares Cabral, Parque Ibirapuera - São Paulo - SP, 04094-050, BR",30.06,30.06,45.36,-30.06,15.3,2024-08-20 06:52:00,0 days 00:19:59,6.84,"[-23.6056213, -46.6755756]","[-23.585997, -46.6549198]"
2444,Comfort,2024-08-20,06:42:00,3 min 26 sec,1.62 km,"Rua Arandu, Itaim Bibi - São Paulo - SP, 04562-030, BR","Av. Portugal, Brooklin Paulista - São Paulo - SP, 04559-002, BR",7.99,7.89,9.48,-7.99,0.47,2024-08-20 06:42:00,0 days 00:03:26,1.62,"[-23.609416, -46.6930089]","[-23.6175672, -46.6841939]"
2445,VIP,2024-08-19,18:49:00,25 min 38 sec,6.52 km,"Alameda dos Maracatins, 186, Indianópolis - São Paulo - SP, 04089-010, BR","Rua Mariano Procópio, Ipiranga - São Paulo - SP, 01548-020, BR",22.56,22.56,26.96,-22.56,4.4,2024-08-19 18:49:00,0 days 00:25:38,6.52,"[-23.6032491, -46.65767229999999]","[-23.5777561, -46.6135144]"
2446,Black,2024-08-19,18:05:00,22 min 31 sec,3.12 km,"R. George Ohm, Cidade Monções - São Paulo - SP, 04576-020, BR","Rua Morais de Barros, Campo Belo - São Paulo - SP, 04614-001, BR",22.57,22.11,26.91,-22.57,4.34,2024-08-19 18:05:00,0 days 00:22:31,3.12,"[-23.6117978, -46.6934633]","[-23.6167842, -46.6715611]"
2447,Black,2024-08-19,17:45:00,9 min 11 sec,1.52 km,"Avenida Roque Petroni Júnior, São Paulo - São Paulo - SP, 04707-000, BR","Av. Das Nacoes Unidas, Brooklin Paulista - São Paulo - SP, 04578-000, BR",11.92,11.92,14.59,-11.92,2.67,2024-08-19 17:45:00,0 days 00:09:11,1.52,"[-23.6258682, -46.6902041]","[-23.6094585, -46.6971388]"
2448,Black,2024-08-19,17:24:00,12 min 3 sec,2.49 km,"R. Henri Dunant, Santo Amaro - São Paulo - SP, 04709-110, BR","Av. Roque Petroni Júnior, Jardim das Acácias - São Paulo - SP, 04707-900, BR",9.97,9.51,12.8,-9.97,2.83,2024-08-19 17:24:00,0 days 00:12:03,2.49,"[-23.6300118, -46.6973776]","[-23.6251021, -46.6930767]"
2449,Black,2024-08-19,16:38:00,43 min 6 sec,30.48 km,"Rua Voluntários da Pátria, Santana - São Paulo - SP, 02401-100, BR","Rua Doutor José Áureo Bustamante, Santo Amaro - São Paulo - SP, 04710-090, BR",90.31,90.31,96.18,-90.31,-6.21,2024-08-19 16:38:00,0 days 00:43:06,30.48,"[-23.4944249, -46.6258741]","[-23.6267048, -46.696241]"
2450,Comfort,2024-08-19,16:20:00,13 min 50 sec,2.53 km,"Rua Alfredo Pujol, Santana - São Paulo - SP, 02017-000, BR","Rua Voluntários da Pátria, Santana - São Paulo - SP, 02402-200, BR",9.42,9.42,15.7,-9.42,6.28,2024-08-19 16:20:00,0 days 00:13:50,2.53,"[-23.5002589, -46.6282193]","[-23.4934715, -46.6263013]"
2451,Black,2024-08-19,15:56:00,9 min 57 sec,2.23 km,"Rua Conselheiro Saraiva, Santana - São Paulo - SP, 02037-020, BR","Rua Domingos da Costa Mata, Santana - São Paulo - SP, 02405-100, BR",13.11,13.11,19.32,-13.11,6.21,2024-08-19 15:56:00,0 days 00:09:57,2.23,"[-23.4990582, -46.624313]","[-23.4890375, -46.6338718]"
2452,Black,2024-08-19,15:38:00,4 min 49 sec,0.84 km,"Rua Piracema, Santana - São Paulo - SP, 02460-040, BR","Rua Piracema, Santana - São Paulo - SP, 02460-040, BR",13.23,10.68,20.12,-13.23,6.89,2024-08-19 15:38:00,0 days 00:04:49,0.84,"[-23.4905024, -46.6372001]","[-23.4905024, -46.6372001]"
2453,Black,2024-08-19,12:31:00,26 min 0 sec,7.85 km,"Rua Vale da Ribeira, Santana - São Paulo - SP, 02432-060, BR","Avenida Pacaembu, Santa Cecília - São Paulo - SP, 01234-001, BR",36.01,32.26,39.16,-36.01,2.58,2024-08-19 12:31:00,0 days 00:26:00,7.85,"[-23.4844817, -46.6359186]","[-23.5338006, -46.6619132]"
